NEIGHBOURHOOD_158,HOOD_158,OFFENCE_YEAR,OFFENCE_CATEGORY,Total_Tickets
East End-Danforth,62,2014,Other HTA,395
East End-Danforth,62,2014,Speeding,6
East End-Danforth,62,2015,Aggressive Driving,311
East End-Danforth,62,2015,All CAIA,164
East End-Danforth,62,2015,Distracted Driving,46
East End-Danforth,62,2015,Other HTA,419
East End-Danforth,62,2015,Speeding,33
East End-Danforth,62,2016,Aggressive Driving,323
East End-Danforth,62,2016,All CAIA,164
East End-Danforth,62,2016,Distracted Driving,51
East End-Danforth,62,2016,Other HTA,517
East End-Danforth,62,2016,Speeding,15
East End-Danforth,62,2017,Aggressive Driving,433
East End-Danforth,62,2017,All CAIA,221
East End-Danforth,62,2017,Distracted Driving,57
East End-Danforth,62,2017,Other HTA,557
East End-Danforth,62,2017,Speeding,30
East End-Danforth,62,2018,Aggressive Driving,320
East End-Danforth,62,2018,All CAIA,166
East End-Danforth,62,2018,Distracted Driving,52
East End-Danforth,62,2018,Other HTA,471
East End-Danforth,62,2018,Speeding,84
East End-Danforth,62,2019,Aggressive Driving,334
East End-Danforth,62,2019,All CAIA,153
East End-Danforth,62,2019,Distracted Driving,49
East End-Danforth,62,2019,Other HTA,533
East End-Danforth,62,2019,Speeding,85
East End-Danforth,62,2020,Aggressive Driving,357
East End-Danforth,62,2020,All CAIA,73
East End-Danforth,62,2020,Distracted Driving,17
East End-Danforth,62,2020,Other HTA,239
East End-Danforth,62,2020,Speeding,61
East End-Danforth,62,2021,Aggressive Driving,215
East End-Danforth,62,2021,All CAIA,81
East End-Danforth,62,2021,Distracted Driving,24
East End-Danforth,62,2021,Other HTA,216
East End-Danforth,62,2021,Speeding,51
East End-Danforth,62,2022,Aggressive Driving,159
East End-Danforth,62,2022,All CAIA,38
East End-Danforth,62,2022,Distracted Driving,18
East End-Danforth,62,2022,Other HTA,139
East End-Danforth,62,2022,Speeding,45
East End-Danforth,62,2023,Aggressive Driving,210
East End-Danforth,62,2023,All CAIA,40
East End-Danforth,62,2023,Distracted Driving,9
East End-Danforth,62,2023,Other HTA,139
East End-Danforth,62,2023,Speeding,126
East L'Amoreaux,148,2014,Aggressive Driving,225
East L'Amoreaux,148,2014,All CAIA,83
East L'Amoreaux,148,2014,Distracted Driving,28
East L'Amoreaux,148,2014,Other HTA,235
East L'Amoreaux,148,2014,Speeding,10
East L'Amoreaux,148,2015,Aggressive Driving,307
East L'Amoreaux,148,2015,All CAIA,110
East L'Amoreaux,148,2015,Distracted Driving,32
East L'Amoreaux,148,2015,Other HTA,296
East L'Amoreaux,148,2015,Speeding,53
East L'Amoreaux,148,2016,Aggressive Driving,239
East L'Amoreaux,148,2016,All CAIA,86
East L'Amoreaux,148,2016,Distracted Driving,25
East L'Amoreaux,148,2016,Other HTA,272
East L'Amoreaux,148,2016,Speeding,77
East L'Amoreaux,148,2017,Aggressive Driving,169
East L'Amoreaux,148,2017,All CAIA,79
East L'Amoreaux,148,2017,Distracted Driving,27
East L'Amoreaux,148,2017,Other HTA,216
East L'Amoreaux,148,2017,Speeding,11
East L'Amoreaux,148,2018,Aggressive Driving,174
East L'Amoreaux,148,2018,All CAIA,76
East L'Amoreaux,148,2018,Distracted Driving,22
East L'Amoreaux,148,2018,Other HTA,225
East L'Amoreaux,148,2018,Speeding,29
East L'Amoreaux,148,2019,Aggressive Driving,149
East L'Amoreaux,148,2019,All CAIA,68
East L'Amoreaux,148,2019,Distracted Driving,22
East L'Amoreaux,148,2019,Other HTA,242
East L'Amoreaux,148,2019,Speeding,22
East L'Amoreaux,148,2020,Aggressive Driving,93
East L'Amoreaux,148,2020,All CAIA,113
East L'Amoreaux,148,2020,Distracted Driving,17
East L'Amoreaux,148,2020,Other HTA,232
East L'Amoreaux,148,2020,Speeding,471
East L'Amoreaux,148,2021,Aggressive Driving,102
East L'Amoreaux,148,2021,All CAIA,82
East L'Amoreaux,148,2021,Distracted Driving,18
East L'Amoreaux,148,2021,Other HTA,115
East L'Amoreaux,148,2021,Speeding,636
East L'Amoreaux,148,2022,Aggressive Driving,177
East L'Amoreaux,148,2022,All CAIA,68
East L'Amoreaux,148,2022,Distracted Driving,17
East L'Amoreaux,148,2022,Other HTA,136
East L'Amoreaux,148,2022,Speeding,532
East L'Amoreaux,148,2023,Aggressive Driving,235
East L'Amoreaux,148,2023,All CAIA,85
East L'Amoreaux,148,2023,Distracted Driving,14
East L'Amoreaux,148,2023,Other HTA,168
East L'Amoreaux,148,2023,Speeding,317
East Willowdale,152,2014,Aggressive Driving,60
East Willowdale,152,2014,All CAIA,30
East Willowdale,152,2014,Distracted Driving,7
East Willowdale,152,2014,Other HTA,76
East Willowdale,152,2014,Speeding,44
East Willowdale,152,2015,Aggressive Driving,89
East Willowdale,152,2015,All CAIA,47
East Willowdale,152,2015,Distracted Driving,8
East Willowdale,152,2015,Other HTA,112
East Willowdale,152,2015,Speeding,169
East Willowdale,152,2016,Aggressive Driving,60
East Willowdale,152,2016,All CAIA,39
East Willowdale,152,2016,Distracted Driving,5
East Willowdale,152,2016,Other HTA,119
East Willowdale,152,2016,Speeding,158
East Willowdale,152,2017,Aggressive Driving,56
East Willowdale,152,2017,All CAIA,34
East Willowdale,152,2017,Distracted Driving,5
East Willowdale,152,2017,Other HTA,97
East Willowdale,152,2017,Speeding,96
East Willowdale,152,2018,Aggressive Driving,81
East Willowdale,152,2018,All CAIA,50
East Willowdale,152,2018,Distracted Driving,11
East Willowdale,152,2018,Other HTA,97
East Willowdale,152,2018,Speeding,113
East Willowdale,152,2019,Aggressive Driving,87
East Willowdale,152,2019,All CAIA,76
East Willowdale,152,2019,Distracted Driving,2
East Willowdale,152,2019,Other HTA,147
East Willowdale,152,2019,Speeding,203
East Willowdale,152,2020,Aggressive Driving,127
East Willowdale,152,2020,All CAIA,50
East Willowdale,152,2020,Distracted Driving,16
East Willowdale,152,2020,Other HTA,99
East Willowdale,152,2020,Speeding,245
East Willowdale,152,2021,Aggressive Driving,44
East Willowdale,152,2021,All CAIA,30
East Willowdale,152,2021,Distracted Driving,12
East Willowdale,152,2021,Other HTA,48
East Willowdale,152,2021,Speeding,168
East Willowdale,152,2022,Aggressive Driving,46
East Willowdale,152,2022,All CAIA,67
East Willowdale,152,2022,Distracted Driving,16
East Willowdale,152,2022,Other HTA,136
East Willowdale,152,2022,Speeding,249
East Willowdale,152,2023,Aggressive Driving,248
East Willowdale,152,2023,All CAIA,83
East Willowdale,152,2023,Distracted Driving,19
East Willowdale,152,2023,Other HTA,260
East Willowdale,152,2023,Speeding,289
Edenbridge-Humber Valley,9,2014,Aggressive Driving,41
Edenbridge-Humber Valley,9,2014,All CAIA,28
Edenbridge-Humber Valley,9,2014,Distracted Driving,5
Edenbridge-Humber Valley,9,2014,Other HTA,45
Edenbridge-Humber Valley,9,2014,Speeding,104
Edenbridge-Humber Valley,9,2015,Aggressive Driving,119
Edenbridge-Humber Valley,9,2015,All CAIA,151
Edenbridge-Humber Valley,9,2015,Distracted Driving,11
Edenbridge-Humber Valley,9,2015,Other HTA,138
Edenbridge-Humber Valley,9,2015,Speeding,991
Edenbridge-Humber Valley,9,2016,Aggressive Driving,90
Edenbridge-Humber Valley,9,2016,All CAIA,120
Edenbridge-Humber Valley,9,2016,Distracted Driving,8
Edenbridge-Humber Valley,9,2016,Other HTA,157
Edenbridge-Humber Valley,9,2016,Speeding,751
Edenbridge-Humber Valley,9,2017,Aggressive Driving,35
Edenbridge-Humber Valley,9,2017,All CAIA,70
Edenbridge-Humber Valley,9,2017,Distracted Driving,9
Edenbridge-Humber Valley,9,2017,Other HTA,112
Edenbridge-Humber Valley,9,2017,Speeding,531
Edenbridge-Humber Valley,9,2018,Aggressive Driving,33
Edenbridge-Humber Valley,9,2018,All CAIA,35
Edenbridge-Humber Valley,9,2018,Distracted Driving,3
Edenbridge-Humber Valley,9,2018,Other HTA,54
Edenbridge-Humber Valley,9,2018,Speeding,219
Edenbridge-Humber Valley,9,2019,Aggressive Driving,37
Edenbridge-Humber Valley,9,2019,All CAIA,27
Edenbridge-Humber Valley,9,2019,Distracted Driving,7
Edenbridge-Humber Valley,9,2019,Other HTA,66
Edenbridge-Humber Valley,9,2019,Speeding,217
Edenbridge-Humber Valley,9,2020,Aggressive Driving,46
Edenbridge-Humber Valley,9,2020,All CAIA,63
Edenbridge-Humber Valley,9,2020,Distracted Driving,13
Edenbridge-Humber Valley,9,2020,Other HTA,118
Edenbridge-Humber Valley,9,2020,Speeding,953
Edenbridge-Humber Valley,9,2021,Aggressive Driving,54
Edenbridge-Humber Valley,9,2021,All CAIA,13
Edenbridge-Humber Valley,9,2021,Distracted Driving,4
Edenbridge-Humber Valley,9,2021,Other HTA,83
Edenbridge-Humber Valley,9,2021,Speeding,677
Edenbridge-Humber Valley,9,2022,Aggressive Driving,25
Edenbridge-Humber Valley,9,2022,All CAIA,35
Edenbridge-Humber Valley,9,2022,Distracted Driving,15
Edenbridge-Humber Valley,9,2022,Other HTA,119
Edenbridge-Humber Valley,9,2022,Speeding,474
Edenbridge-Humber Valley,9,2023,Aggressive Driving,28
Edenbridge-Humber Valley,9,2023,All CAIA,51
Edenbridge-Humber Valley,9,2023,Distracted Driving,9
Edenbridge-Humber Valley,9,2023,Other HTA,156
Edenbridge-Humber Valley,9,2023,Speeding,448
Eglinton East,138,2014,Aggressive Driving,106
Eglinton East,138,2014,All CAIA,67
Eglinton East,138,2014,Distracted Driving,24
Eglinton East,138,2014,Other HTA,226
Eglinton East,138,2014,Speeding,189
Eglinton East,138,2015,Aggressive Driving,119
Eglinton East,138,2015,All CAIA,85
Eglinton East,138,2015,Distracted Driving,26
Eglinton East,138,2015,Other HTA,280
Eglinton East,138,2015,Speeding,160
Eglinton East,138,2016,Aggressive Driving,117
Eglinton East,138,2016,All CAIA,102
Eglinton East,138,2016,Distracted Driving,31
Eglinton East,138,2016,Other HTA,369
Eglinton East,138,2016,Speeding,129
Eglinton East,138,2017,Aggressive Driving,81
Eglinton East,138,2017,All CAIA,88
Eglinton East,138,2017,Distracted Driving,19
Eglinton East,138,2017,Other HTA,305
Eglinton East,138,2017,Speeding,135
Eglinton East,138,2018,Aggressive Driving,89
Eglinton East,138,2018,All CAIA,87
Eglinton East,138,2018,Distracted Driving,15
Eglinton East,138,2018,Other HTA,297
Eglinton East,138,2018,Speeding,223
Eglinton East,138,2019,Aggressive Driving,82
Eglinton East,138,2019,All CAIA,79
Eglinton East,138,2019,Distracted Driving,11
Eglinton East,138,2019,Other HTA,307
Eglinton East,138,2019,Speeding,124
Eglinton East,138,2020,Aggressive Driving,81
Eglinton East,138,2020,All CAIA,72
Eglinton East,138,2020,Distracted Driving,10
Eglinton East,138,2020,Other HTA,210
Eglinton East,138,2020,Speeding,138
Eglinton East,138,2021,Aggressive Driving,86
Eglinton East,138,2021,All CAIA,69
Eglinton East,138,2021,Distracted Driving,16
Eglinton East,138,2021,Other HTA,178
Eglinton East,138,2021,Speeding,208
Eglinton East,138,2022,Aggressive Driving,85
Eglinton East,138,2022,All CAIA,36
Eglinton East,138,2022,Distracted Driving,26
Eglinton East,138,2022,Other HTA,106
Eglinton East,138,2022,Speeding,157
Eglinton East,138,2023,Aggressive Driving,152
Eglinton East,138,2023,All CAIA,52
Eglinton East,138,2023,Distracted Driving,34
Eglinton East,138,2023,Other HTA,235
Eglinton East,138,2023,Speeding,53
Elms-Old Rexdale,5,2014,Aggressive Driving,54
Elms-Old Rexdale,5,2014,All CAIA,21
Elms-Old Rexdale,5,2014,Distracted Driving,18
Elms-Old Rexdale,5,2014,Other HTA,46
Elms-Old Rexdale,5,2014,Speeding,16
Elms-Old Rexdale,5,2015,Aggressive Driving,57
Elms-Old Rexdale,5,2015,All CAIA,26
Elms-Old Rexdale,5,2015,Distracted Driving,12
Elms-Old Rexdale,5,2015,Other HTA,65
Elms-Old Rexdale,5,2015,Speeding,59
Elms-Old Rexdale,5,2016,Aggressive Driving,428
Elms-Old Rexdale,5,2016,All CAIA,125
Elms-Old Rexdale,5,2016,Distracted Driving,25
Elms-Old Rexdale,5,2016,Other HTA,238
Elms-Old Rexdale,5,2016,Speeding,202
Elms-Old Rexdale,5,2017,Aggressive Driving,151
Elms-Old Rexdale,5,2017,All CAIA,96
Elms-Old Rexdale,5,2017,Distracted Driving,12
Elms-Old Rexdale,5,2017,Other HTA,192
Elms-Old Rexdale,5,2017,Speeding,258
Elms-Old Rexdale,5,2018,Aggressive Driving,34
Elms-Old Rexdale,5,2018,All CAIA,36
Elms-Old Rexdale,5,2018,Distracted Driving,8
Elms-Old Rexdale,5,2018,Other HTA,113
Elms-Old Rexdale,5,2018,Speeding,107
Elms-Old Rexdale,5,2019,Aggressive Driving,33
Elms-Old Rexdale,5,2019,All CAIA,24
Elms-Old Rexdale,5,2019,Distracted Driving,7
Elms-Old Rexdale,5,2019,Other HTA,67
Elms-Old Rexdale,5,2019,Speeding,51
Elms-Old Rexdale,5,2020,Aggressive Driving,91
Elms-Old Rexdale,5,2020,All CAIA,48
Elms-Old Rexdale,5,2020,Distracted Driving,13
Elms-Old Rexdale,5,2020,Other HTA,111
Elms-Old Rexdale,5,2020,Speeding,219
Elms-Old Rexdale,5,2021,Aggressive Driving,45
Elms-Old Rexdale,5,2021,All CAIA,53
Elms-Old Rexdale,5,2021,Distracted Driving,8
Elms-Old Rexdale,5,2021,Other HTA,176
Elms-Old Rexdale,5,2021,Speeding,686
Elms-Old Rexdale,5,2022,Aggressive Driving,59
Elms-Old Rexdale,5,2022,All CAIA,54
Elms-Old Rexdale,5,2022,Distracted Driving,18
Elms-Old Rexdale,5,2022,Other HTA,163
Elms-Old Rexdale,5,2022,Speeding,539
Elms-Old Rexdale,5,2023,Aggressive Driving,37
Elms-Old Rexdale,5,2023,All CAIA,26
Elms-Old Rexdale,5,2023,Distracted Driving,21
Elms-Old Rexdale,5,2023,Other HTA,152
Elms-Old Rexdale,5,2023,Speeding,94
Englemount-Lawrence,32,2014,Aggressive Driving,238
Englemount-Lawrence,32,2014,All CAIA,88
Englemount-Lawrence,32,2014,Distracted Driving,40
Englemount-Lawrence,32,2014,Other HTA,171
Englemount-Lawrence,32,2014,Speeding,60
Englemount-Lawrence,32,2015,Aggressive Driving,353
Englemount-Lawrence,32,2015,All CAIA,102
Englemount-Lawrence,32,2015,Distracted Driving,43
Englemount-Lawrence,32,2015,Other HTA,204
Englemount-Lawrence,32,2015,Speeding,242
Englemount-Lawrence,32,2016,Aggressive Driving,316
Englemount-Lawrence,32,2016,All CAIA,113
Englemount-Lawrence,32,2016,Distracted Driving,27
Englemount-Lawrence,32,2016,Other HTA,179
Englemount-Lawrence,32,2016,Speeding,583
Englemount-Lawrence,32,2017,Aggressive Driving,316
Englemount-Lawrence,32,2017,All CAIA,84
Englemount-Lawrence,32,2017,Distracted Driving,23
Englemount-Lawrence,32,2017,Other HTA,178
Englemount-Lawrence,32,2017,Speeding,327
Englemount-Lawrence,32,2018,Aggressive Driving,318
Englemount-Lawrence,32,2018,All CAIA,73
Englemount-Lawrence,32,2018,Distracted Driving,18
Englemount-Lawrence,32,2018,Other HTA,165
Englemount-Lawrence,32,2018,Speeding,165
Englemount-Lawrence,32,2019,Aggressive Driving,279
Englemount-Lawrence,32,2019,All CAIA,75
Englemount-Lawrence,32,2019,Distracted Driving,19
Englemount-Lawrence,32,2019,Other HTA,217
Englemount-Lawrence,32,2019,Speeding,23
Englemount-Lawrence,32,2020,Aggressive Driving,265
Englemount-Lawrence,32,2020,All CAIA,54
Englemount-Lawrence,32,2020,Distracted Driving,4
Englemount-Lawrence,32,2020,Other HTA,134
Englemount-Lawrence,32,2020,Speeding,80
Englemount-Lawrence,32,2021,Aggressive Driving,244
Englemount-Lawrence,32,2021,All CAIA,33
Englemount-Lawrence,32,2021,Distracted Driving,9
Englemount-Lawrence,32,2021,Other HTA,81
Englemount-Lawrence,32,2021,Speeding,103
Englemount-Lawrence,32,2022,Aggressive Driving,164
Englemount-Lawrence,32,2022,All CAIA,28
Englemount-Lawrence,32,2022,Distracted Driving,12
Englemount-Lawrence,32,2022,Other HTA,56
Englemount-Lawrence,32,2022,Speeding,31
Englemount-Lawrence,32,2023,Aggressive Driving,185
Englemount-Lawrence,32,2023,All CAIA,45
Englemount-Lawrence,32,2023,Distracted Driving,12
Englemount-Lawrence,32,2023,Other HTA,133
Englemount-Lawrence,32,2023,Speeding,10
Eringate-Centennial-West Deane,11,2014,Aggressive Driving,68
Eringate-Centennial-West Deane,11,2014,All CAIA,38
Eringate-Centennial-West Deane,11,2014,Distracted Driving,1
Eringate-Centennial-West Deane,11,2014,Other HTA,38
Eringate-Centennial-West Deane,11,2014,Speeding,115
Eringate-Centennial-West Deane,11,2015,Aggressive Driving,157
Eringate-Centennial-West Deane,11,2015,All CAIA,120
Eringate-Centennial-West Deane,11,2015,Distracted Driving,9
Eringate-Centennial-West Deane,11,2015,Other HTA,136
Eringate-Centennial-West Deane,11,2015,Speeding,475
Eringate-Centennial-West Deane,11,2016,Aggressive Driving,98
Eringate-Centennial-West Deane,11,2016,All CAIA,75
Eringate-Centennial-West Deane,11,2016,Distracted Driving,5
Eringate-Centennial-West Deane,11,2016,Other HTA,109
Eringate-Centennial-West Deane,11,2016,Speeding,392
Eringate-Centennial-West Deane,11,2017,Aggressive Driving,134
Eringate-Centennial-West Deane,11,2017,All CAIA,78
Eringate-Centennial-West Deane,11,2017,Distracted Driving,5
Eringate-Centennial-West Deane,11,2017,Other HTA,146
Eringate-Centennial-West Deane,11,2017,Speeding,359
Eringate-Centennial-West Deane,11,2018,Aggressive Driving,122
Eringate-Centennial-West Deane,11,2018,All CAIA,81
Eringate-Centennial-West Deane,11,2018,Distracted Driving,5
Eringate-Centennial-West Deane,11,2018,Other HTA,100
Eringate-Centennial-West Deane,11,2018,Speeding,385
Eringate-Centennial-West Deane,11,2019,Aggressive Driving,67
Eringate-Centennial-West Deane,11,2019,All CAIA,69
Eringate-Centennial-West Deane,11,2019,Distracted Driving,4
Eringate-Centennial-West Deane,11,2019,Other HTA,89
Eringate-Centennial-West Deane,11,2019,Speeding,367
Eringate-Centennial-West Deane,11,2020,Aggressive Driving,193
Eringate-Centennial-West Deane,11,2020,All CAIA,58
Eringate-Centennial-West Deane,11,2020,Distracted Driving,3
Eringate-Centennial-West Deane,11,2020,Other HTA,129
Eringate-Centennial-West Deane,11,2020,Speeding,419
Eringate-Centennial-West Deane,11,2021,Aggressive Driving,142
Eringate-Centennial-West Deane,11,2021,All CAIA,61
Eringate-Centennial-West Deane,11,2021,Distracted Driving,5
Eringate-Centennial-West Deane,11,2021,Other HTA,96
Eringate-Centennial-West Deane,11,2021,Speeding,316
Eringate-Centennial-West Deane,11,2022,Aggressive Driving,107
Eringate-Centennial-West Deane,11,2022,All CAIA,54
Eringate-Centennial-West Deane,11,2022,Distracted Driving,5
Eringate-Centennial-West Deane,11,2022,Other HTA,122
Eringate-Centennial-West Deane,11,2022,Speeding,441
Eringate-Centennial-West Deane,11,2023,Aggressive Driving,215
Eringate-Centennial-West Deane,11,2023,All CAIA,115
Eringate-Centennial-West Deane,11,2023,Distracted Driving,15
Eringate-Centennial-West Deane,11,2023,Other HTA,316
Eringate-Centennial-West Deane,11,2023,Speeding,1076
Etobicoke City Centre,159,2014,Aggressive Driving,236
Etobicoke City Centre,159,2014,All CAIA,124
Etobicoke City Centre,159,2014,Distracted Driving,41
Etobicoke City Centre,159,2014,Other HTA,340
Etobicoke City Centre,159,2014,Speeding,193
Etobicoke City Centre,159,2015,Aggressive Driving,629
Etobicoke City Centre,159,2015,All CAIA,266
Etobicoke City Centre,159,2015,Distracted Driving,106
Etobicoke City Centre,159,2015,Other HTA,679
Etobicoke City Centre,159,2015,Speeding,338
Etobicoke City Centre,159,2016,Aggressive Driving,435
Etobicoke City Centre,159,2016,All CAIA,247
Etobicoke City Centre,159,2016,Distracted Driving,97
Etobicoke City Centre,159,2016,Other HTA,707
Etobicoke City Centre,159,2016,Speeding,424
Etobicoke City Centre,159,2017,Aggressive Driving,304
Etobicoke City Centre,159,2017,All CAIA,203
Etobicoke City Centre,159,2017,Distracted Driving,65
Etobicoke City Centre,159,2017,Other HTA,730
Etobicoke City Centre,159,2017,Speeding,355
Etobicoke City Centre,159,2018,Aggressive Driving,568
Etobicoke City Centre,159,2018,All CAIA,207
Etobicoke City Centre,159,2018,Distracted Driving,102
Etobicoke City Centre,159,2018,Other HTA,641
Etobicoke City Centre,159,2018,Speeding,285
Etobicoke City Centre,159,2019,Aggressive Driving,451
Etobicoke City Centre,159,2019,All CAIA,159
Etobicoke City Centre,159,2019,Distracted Driving,96
Etobicoke City Centre,159,2019,Other HTA,487
Etobicoke City Centre,159,2019,Speeding,207
Etobicoke City Centre,159,2020,Aggressive Driving,329
Etobicoke City Centre,159,2020,All CAIA,159
