NEIGHBOURHOOD_158,HOOD_158,OFFENCE_YEAR,OFFENCE_CATEGORY,Total_Tickets
University,79,2020,All CAIA,34
University,79,2020,Distracted Driving,17
University,79,2020,Other HTA,115
University,79,2020,Speeding,54
University,79,2021,Aggressive Driving,119
University,79,2021,All CAIA,28
University,79,2021,Distracted Driving,16
University,79,2021,Other HTA,108
University,79,2021,Speeding,33
University,79,2022,Aggressive Driving,100
University,79,2022,All CAIA,32
University,79,2022,Distracted Driving,23
University,79,2022,Other HTA,161
University,79,2022,Speeding,45
University,79,2023,Aggressive Driving,168
University,79,2023,All CAIA,37
University,79,2023,Distracted Driving,30
University,79,2023,Other HTA,266
University,79,2023,Speeding,14
Victoria Village,43,2014,Aggressive Driving,249
Victoria Village,43,2014,All CAIA,87
Victoria Village,43,2014,Distracted Driving,34
Victoria Village,43,2014,Other HTA,237
Victoria Village,43,2014,Speeding,97
Victoria Village,43,2015,Aggressive Driving,265
Victoria Village,43,2015,All CAIA,123
Victoria Village,43,2015,Distracted Driving,41
Victoria Village,43,2015,Other HTA,249
Victoria Village,43,2015,Speeding,470
Victoria Village,43,2016,Aggressive Driving,263
Victoria Village,43,2016,All CAIA,191
Victoria Village,43,2016,Distracted Driving,37
Victoria Village,43,2016,Other HTA,455
Victoria Village,43,2016,Speeding,594
Victoria Village,43,2017,Aggressive Driving,294
Victoria Village,43,2017,All CAIA,169
Victoria Village,43,2017,Distracted Driving,37
Victoria Village,43,2017,Other HTA,390
Victoria Village,43,2017,Speeding,451
Victoria Village,43,2018,Aggressive Driving,197
Victoria Village,43,2018,All CAIA,161
Victoria Village,43,2018,Distracted Driving,42
Victoria Village,43,2018,Other HTA,341
Victoria Village,43,2018,Speeding,376
Victoria Village,43,2019,Aggressive Driving,311
Victoria Village,43,2019,All CAIA,154
Victoria Village,43,2019,Distracted Driving,51
Victoria Village,43,2019,Other HTA,350
Victoria Village,43,2019,Speeding,426
Victoria Village,43,2020,Aggressive Driving,277
Victoria Village,43,2020,All CAIA,136
Victoria Village,43,2020,Distracted Driving,23
Victoria Village,43,2020,Other HTA,278
Victoria Village,43,2020,Speeding,715
Victoria Village,43,2021,Aggressive Driving,315
Victoria Village,43,2021,All CAIA,140
Victoria Village,43,2021,Distracted Driving,31
Victoria Village,43,2021,Other HTA,330
Victoria Village,43,2021,Speeding,622
Victoria Village,43,2022,Aggressive Driving,218
Victoria Village,43,2022,All CAIA,132
Victoria Village,43,2022,Distracted Driving,51
Victoria Village,43,2022,Other HTA,347
Victoria Village,43,2022,Speeding,798
Victoria Village,43,2023,Aggressive Driving,217
Victoria Village,43,2023,All CAIA,130
Victoria Village,43,2023,Distracted Driving,81
Victoria Village,43,2023,Other HTA,462
Victoria Village,43,2023,Speeding,653
Wellington Place,164,2014,Aggressive Driving,1142
Wellington Place,164,2014,All CAIA,339
Wellington Place,164,2014,Distracted Driving,220
Wellington Place,164,2014,Other HTA,1132
Wellington Place,164,2014,Speeding,7
Wellington Place,164,2015,Aggressive Driving,749
Wellington Place,164,2015,All CAIA,317
Wellington Place,164,2015,Distracted Driving,329
Wellington Place,164,2015,Other HTA,1328
Wellington Place,164,2015,Speeding,5
Wellington Place,164,2016,Aggressive Driving,572
Wellington Place,164,2016,All CAIA,265
Wellington Place,164,2016,Distracted Driving,427
Wellington Place,164,2016,Other HTA,1196
Wellington Place,164,2016,Speeding,1
Wellington Place,164,2017,Aggressive Driving,1358
Wellington Place,164,2017,All CAIA,374
Wellington Place,164,2017,Distracted Driving,455
Wellington Place,164,2017,Other HTA,1227
Wellington Place,164,2017,Speeding,15
Wellington Place,164,2018,Aggressive Driving,4977
Wellington Place,164,2018,All CAIA,928
Wellington Place,164,2018,Distracted Driving,316
Wellington Place,164,2018,Other HTA,1617
Wellington Place,164,2018,Speeding,8
Wellington Place,164,2019,Aggressive Driving,6073
Wellington Place,164,2019,All CAIA,1012
Wellington Place,164,2019,Distracted Driving,232
Wellington Place,164,2019,Other HTA,1719
Wellington Place,164,2019,Speeding,5
Wellington Place,164,2020,Aggressive Driving,5068
Wellington Place,164,2020,All CAIA,806
Wellington Place,164,2020,Distracted Driving,95
Wellington Place,164,2020,Other HTA,1349
Wellington Place,164,2020,Speeding,24
Wellington Place,164,2021,Aggressive Driving,3417
Wellington Place,164,2021,All CAIA,633
Wellington Place,164,2021,Distracted Driving,160
Wellington Place,164,2021,Other HTA,1067
Wellington Place,164,2021,Speeding,12
Wellington Place,164,2022,Aggressive Driving,2984
Wellington Place,164,2022,All CAIA,544
Wellington Place,164,2022,Distracted Driving,211
Wellington Place,164,2022,Other HTA,1552
Wellington Place,164,2022,Speeding,13
Wellington Place,164,2023,Aggressive Driving,4496
Wellington Place,164,2023,All CAIA,630
Wellington Place,164,2023,Distracted Driving,196
Wellington Place,164,2023,Other HTA,2448
Wellington Place,164,2023,Speeding,7
West Hill,136,2014,Aggressive Driving,232
West Hill,136,2014,All CAIA,165
West Hill,136,2014,Distracted Driving,138
West Hill,136,2014,Other HTA,507
West Hill,136,2014,Speeding,376
West Hill,136,2015,Aggressive Driving,220
West Hill,136,2015,All CAIA,206
West Hill,136,2015,Distracted Driving,51
West Hill,136,2015,Other HTA,528
West Hill,136,2015,Speeding,404
West Hill,136,2016,Aggressive Driving,190
West Hill,136,2016,All CAIA,231
West Hill,136,2016,Distracted Driving,73
West Hill,136,2016,Other HTA,732
West Hill,136,2016,Speeding,548
West Hill,136,2017,Aggressive Driving,391
West Hill,136,2017,All CAIA,253
West Hill,136,2017,Distracted Driving,44
West Hill,136,2017,Other HTA,775
West Hill,136,2017,Speeding,449
West Hill,136,2018,Aggressive Driving,508
West Hill,136,2018,All CAIA,319
West Hill,136,2018,Distracted Driving,53
West Hill,136,2018,Other HTA,1029
West Hill,136,2018,Speeding,459
West Hill,136,2019,Aggressive Driving,478
West Hill,136,2019,All CAIA,292
West Hill,136,2019,Distracted Driving,41
West Hill,136,2019,Other HTA,874
West Hill,136,2019,Speeding,480
West Hill,136,2020,Aggressive Driving,408
West Hill,136,2020,All CAIA,301
West Hill,136,2020,Distracted Driving,30
West Hill,136,2020,Other HTA,699
West Hill,136,2020,Speeding,774
West Hill,136,2021,Aggressive Driving,617
West Hill,136,2021,All CAIA,331
West Hill,136,2021,Distracted Driving,105
West Hill,136,2021,Other HTA,755
West Hill,136,2021,Speeding,1154
West Hill,136,2022,Aggressive Driving,514
West Hill,136,2022,All CAIA,252
West Hill,136,2022,Distracted Driving,175
West Hill,136,2022,Other HTA,696
West Hill,136,2022,Speeding,761
West Hill,136,2023,Aggressive Driving,737
West Hill,136,2023,All CAIA,376
West Hill,136,2023,Distracted Driving,131
West Hill,136,2023,Other HTA,1399
West Hill,136,2023,Speeding,1585
West Humber-Clairville,1,2014,Aggressive Driving,871
West Humber-Clairville,1,2014,All CAIA,268
West Humber-Clairville,1,2014,Distracted Driving,159
West Humber-Clairville,1,2014,Other HTA,896
West Humber-Clairville,1,2014,Speeding,344
West Humber-Clairville,1,2015,Aggressive Driving,893
West Humber-Clairville,1,2015,All CAIA,365
West Humber-Clairville,1,2015,Distracted Driving,147
West Humber-Clairville,1,2015,Other HTA,974
West Humber-Clairville,1,2015,Speeding,729
West Humber-Clairville,1,2016,Aggressive Driving,896
West Humber-Clairville,1,2016,All CAIA,397
West Humber-Clairville,1,2016,Distracted Driving,397
West Humber-Clairville,1,2016,Other HTA,1165
West Humber-Clairville,1,2016,Speeding,876
West Humber-Clairville,1,2017,Aggressive Driving,916
West Humber-Clairville,1,2017,All CAIA,366
West Humber-Clairville,1,2017,Distracted Driving,97
West Humber-Clairville,1,2017,Other HTA,1209
West Humber-Clairville,1,2017,Speeding,976
West Humber-Clairville,1,2018,Aggressive Driving,784
West Humber-Clairville,1,2018,All CAIA,448
West Humber-Clairville,1,2018,Distracted Driving,101
West Humber-Clairville,1,2018,Other HTA,1235
West Humber-Clairville,1,2018,Speeding,2215
West Humber-Clairville,1,2019,Aggressive Driving,797
West Humber-Clairville,1,2019,All CAIA,481
West Humber-Clairville,1,2019,Distracted Driving,95
West Humber-Clairville,1,2019,Other HTA,1281
West Humber-Clairville,1,2019,Speeding,2109
West Humber-Clairville,1,2020,Aggressive Driving,944
West Humber-Clairville,1,2020,All CAIA,601
West Humber-Clairville,1,2020,Distracted Driving,79
West Humber-Clairville,1,2020,Other HTA,1523
West Humber-Clairville,1,2020,Speeding,4642
West Humber-Clairville,1,2021,Aggressive Driving,934
West Humber-Clairville,1,2021,All CAIA,545
West Humber-Clairville,1,2021,Distracted Driving,67
West Humber-Clairville,1,2021,Other HTA,1089
West Humber-Clairville,1,2021,Speeding,4186
West Humber-Clairville,1,2022,Aggressive Driving,925
West Humber-Clairville,1,2022,All CAIA,588
West Humber-Clairville,1,2022,Distracted Driving,111
West Humber-Clairville,1,2022,Other HTA,1576
West Humber-Clairville,1,2022,Speeding,5966
West Humber-Clairville,1,2023,Aggressive Driving,2224
West Humber-Clairville,1,2023,All CAIA,686
West Humber-Clairville,1,2023,Distracted Driving,132
West Humber-Clairville,1,2023,Other HTA,2226
West Humber-Clairville,1,2023,Speeding,5104
West Queen West,162,2014,Aggressive Driving,438
West Queen West,162,2014,All CAIA,126
West Queen West,162,2014,Distracted Driving,90
West Queen West,162,2014,Other HTA,580
West Queen West,162,2014,Speeding,8
West Queen West,162,2015,Aggressive Driving,658
West Queen West,162,2015,All CAIA,151
West Queen West,162,2015,Distracted Driving,104
West Queen West,162,2015,Other HTA,560
West Queen West,162,2015,Speeding,2
West Queen West,162,2016,Aggressive Driving,409
West Queen West,162,2016,All CAIA,93
West Queen West,162,2016,Distracted Driving,97
West Queen West,162,2016,Other HTA,347
West Queen West,162,2016,Speeding,2
West Queen West,162,2017,Aggressive Driving,296
West Queen West,162,2017,All CAIA,84
West Queen West,162,2017,Distracted Driving,77
West Queen West,162,2017,Other HTA,297
West Queen West,162,2017,Speeding,5
West Queen West,162,2018,Aggressive Driving,275
West Queen West,162,2018,All CAIA,88
West Queen West,162,2018,Distracted Driving,56
West Queen West,162,2018,Other HTA,330
West Queen West,162,2018,Speeding,2
West Queen West,162,2019,Aggressive Driving,316
West Queen West,162,2019,All CAIA,113
West Queen West,162,2019,Distracted Driving,51
West Queen West,162,2019,Other HTA,315
West Queen West,162,2020,Aggressive Driving,618
West Queen West,162,2020,All CAIA,112
West Queen West,162,2020,Distracted Driving,31
West Queen West,162,2020,Other HTA,346
West Queen West,162,2020,Speeding,33
West Queen West,162,2021,Aggressive Driving,505
West Queen West,162,2021,All CAIA,101
West Queen West,162,2021,Distracted Driving,24
West Queen West,162,2021,Other HTA,259
West Queen West,162,2021,Speeding,49
West Queen West,162,2022,Aggressive Driving,801
West Queen West,162,2022,All CAIA,204
West Queen West,162,2022,Distracted Driving,52
West Queen West,162,2022,Other HTA,559
West Queen West,162,2022,Speeding,31
West Queen West,162,2023,Aggressive Driving,800
West Queen West,162,2023,All CAIA,145
West Queen West,162,2023,Distracted Driving,56
West Queen West,162,2023,Other HTA,830
West Queen West,162,2023,Speeding,5
West Rouge,143,2014,Aggressive Driving,90
West Rouge,143,2014,All CAIA,28
West Rouge,143,2014,Distracted Driving,8
West Rouge,143,2014,Other HTA,83
West Rouge,143,2014,Speeding,34
West Rouge,143,2015,Aggressive Driving,163
West Rouge,143,2015,All CAIA,72
West Rouge,143,2015,Distracted Driving,16
West Rouge,143,2015,Other HTA,177
West Rouge,143,2015,Speeding,295
West Rouge,143,2016,Aggressive Driving,158
West Rouge,143,2016,All CAIA,70
West Rouge,143,2016,Distracted Driving,9
West Rouge,143,2016,Other HTA,136
West Rouge,143,2016,Speeding,239
West Rouge,143,2017,Aggressive Driving,128
West Rouge,143,2017,All CAIA,28
West Rouge,143,2017,Distracted Driving,5
West Rouge,143,2017,Other HTA,132
West Rouge,143,2017,Speeding,66
West Rouge,143,2018,Aggressive Driving,89
West Rouge,143,2018,All CAIA,56
West Rouge,143,2018,Distracted Driving,15
West Rouge,143,2018,Other HTA,202
West Rouge,143,2018,Speeding,145
West Rouge,143,2019,Aggressive Driving,72
West Rouge,143,2019,All CAIA,39
West Rouge,143,2019,Distracted Driving,27
West Rouge,143,2019,Other HTA,144
West Rouge,143,2019,Speeding,71
West Rouge,143,2020,Aggressive Driving,47
West Rouge,143,2020,All CAIA,37
West Rouge,143,2020,Distracted Driving,9
West Rouge,143,2020,Other HTA,80
West Rouge,143,2020,Speeding,91
West Rouge,143,2021,Aggressive Driving,122
West Rouge,143,2021,All CAIA,39
West Rouge,143,2021,Distracted Driving,14
West Rouge,143,2021,Other HTA,64
West Rouge,143,2021,Speeding,119
West Rouge,143,2022,Aggressive Driving,104
West Rouge,143,2022,All CAIA,45
West Rouge,143,2022,Distracted Driving,10
West Rouge,143,2022,Other HTA,122
West Rouge,143,2022,Speeding,212
West Rouge,143,2023,Aggressive Driving,107
West Rouge,143,2023,All CAIA,29
West Rouge,143,2023,Distracted Driving,13
West Rouge,143,2023,Other HTA,141
West Rouge,143,2023,Speeding,291
Westminster-Branson,35,2014,Aggressive Driving,214
Westminster-Branson,35,2014,All CAIA,53
Westminster-Branson,35,2014,Distracted Driving,11
Westminster-Branson,35,2014,Other HTA,101
Westminster-Branson,35,2014,Speeding,21
Westminster-Branson,35,2015,Aggressive Driving,224
Westminster-Branson,35,2015,All CAIA,68
Westminster-Branson,35,2015,Distracted Driving,10
Westminster-Branson,35,2015,Other HTA,157
Westminster-Branson,35,2015,Speeding,47
Westminster-Branson,35,2016,Aggressive Driving,183
Westminster-Branson,35,2016,All CAIA,52
Westminster-Branson,35,2016,Distracted Driving,11
Westminster-Branson,35,2016,Other HTA,150
Westminster-Branson,35,2016,Speeding,20
Westminster-Branson,35,2017,Aggressive Driving,118
Westminster-Branson,35,2017,All CAIA,29
Westminster-Branson,35,2017,Distracted Driving,4
Westminster-Branson,35,2017,Other HTA,73
Westminster-Branson,35,2017,Speeding,6
Westminster-Branson,35,2018,Aggressive Driving,52
Westminster-Branson,35,2018,All CAIA,15
Westminster-Branson,35,2018,Distracted Driving,6
Westminster-Branson,35,2018,Other HTA,57
Westminster-Branson,35,2018,Speeding,5
Westminster-Branson,35,2019,Aggressive Driving,41
Westminster-Branson,35,2019,All CAIA,11
Westminster-Branson,35,2019,Distracted Driving,3
Westminster-Branson,35,2019,Other HTA,38
Westminster-Branson,35,2019,Speeding,9
Westminster-Branson,35,2020,Aggressive Driving,50
Westminster-Branson,35,2020,All CAIA,52
Westminster-Branson,35,2020,Distracted Driving,2
Westminster-Branson,35,2020,Other HTA,108
Westminster-Branson,35,2020,Speeding,718
Westminster-Branson,35,2021,Aggressive Driving,42
Westminster-Branson,35,2021,All CAIA,56
Westminster-Branson,35,2021,Distracted Driving,2
Westminster-Branson,35,2021,Other HTA,126
Westminster-Branson,35,2021,Speeding,593
Westminster-Branson,35,2022,Aggressive Driving,23
Westminster-Branson,35,2022,All CAIA,16
Westminster-Branson,35,2022,Distracted Driving,4
Westminster-Branson,35,2022,Other HTA,51
Westminster-Branson,35,2022,Speeding,205
Westminster-Branson,35,2023,Aggressive Driving,50
Westminster-Branson,35,2023,All CAIA,47
Westminster-Branson,35,2023,Distracted Driving,3
Westminster-Branson,35,2023,Other HTA,99
Westminster-Branson,35,2023,Speeding,366
Weston,113,2014,Aggressive Driving,459
Weston,113,2014,All CAIA,207
Weston,113,2014,Distracted Driving,47
Weston,113,2014,Other HTA,527
Weston,113,2014,Speeding,38
Weston,113,2015,Aggressive Driving,541
Weston,113,2015,All CAIA,211
Weston,113,2015,Distracted Driving,59
Weston,113,2015,Other HTA,469
Weston,113,2015,Speeding,67
Weston,113,2016,Aggressive Driving,461
Weston,113,2016,All CAIA,190
Weston,113,2016,Distracted Driving,56
Weston,113,2016,Other HTA,500
Weston,113,2016,Speeding,17
Weston,113,2017,Aggressive Driving,311
Weston,113,2017,All CAIA,137
Weston,113,2017,Distracted Driving,21
Weston,113,2017,Other HTA,379
Weston,113,2017,Speeding,13
Weston,113,2018,Aggressive Driving,201
Weston,113,2018,All CAIA,103
Weston,113,2018,Distracted Driving,14
Weston,113,2018,Other HTA,349
Weston,113,2018,Speeding,10
Weston,113,2019,Aggressive Driving,197
Weston,113,2019,All CAIA,99
Weston,113,2019,Distracted Driving,19
Weston,113,2019,Other HTA,301
Weston,113,2019,Speeding,18
Weston,113,2020,Aggressive Driving,219
Weston,113,2020,All CAIA,76
Weston,113,2020,Distracted Driving,10
Weston,113,2020,Other HTA,200
Weston,113,2020,Speeding,9
Weston,113,2021,Aggressive Driving,88
Weston,113,2021,All CAIA,52
Weston,113,2021,Distracted Driving,11
Weston,113,2021,Other HTA,134
Weston,113,2021,Speeding,13
Weston,113,2022,Aggressive Driving,112
Weston,113,2022,All CAIA,65
Weston,113,2022,Distracted Driving,4
Weston,113,2022,Other HTA,163
Weston,113,2022,Speeding,38
Weston,113,2023,Aggressive Driving,158
Weston,113,2023,All CAIA,70
Weston,113,2023,Distracted Driving,12
Weston,113,2023,Other HTA,302
Weston,113,2023,Speeding,55
Weston-Pelham Park,91,2014,Aggressive Driving,342
Weston-Pelham Park,91,2014,All CAIA,84
Weston-Pelham Park,91,2014,Distracted Driving,11
Weston-Pelham Park,91,2014,Other HTA,278
Weston-Pelham Park,91,2015,Aggressive Driving,204
Weston-Pelham Park,91,2015,All CAIA,76
Weston-Pelham Park,91,2015,Distracted Driving,58
Weston-Pelham Park,91,2015,Other HTA,235
Weston-Pelham Park,91,2015,Speeding,5
Weston-Pelham Park,91,2016,Aggressive Driving,172
Weston-Pelham Park,91,2016,All CAIA,58
Weston-Pelham Park,91,2016,Distracted Driving,15
Weston-Pelham Park,91,2016,Other HTA,154
Weston-Pelham Park,91,2016,Speeding,9
Weston-Pelham Park,91,2017,Aggressive Driving,78
Weston-Pelham Park,91,2017,All CAIA,52
Weston-Pelham Park,91,2017,Distracted Driving,12
Weston-Pelham Park,91,2017,Other HTA,128
Weston-Pelham Park,91,2017,Speeding,2
Weston-Pelham Park,91,2018,Aggressive Driving,82
Weston-Pelham Park,91,2018,All CAIA,28
Weston-Pelham Park,91,2018,Distracted Driving,16
Weston-Pelham Park,91,2018,Other HTA,109
Weston-Pelham Park,91,2019,Aggressive Driving,74
Weston-Pelham Park,91,2019,All CAIA,29
Weston-Pelham Park,91,2019,Distracted Driving,10
Weston-Pelham Park,91,2019,Other HTA,115
Weston-Pelham Park,91,2019,Speeding,5
Weston-Pelham Park,91,2020,Aggressive Driving,170
Weston-Pelham Park,91,2020,All CAIA,46
Weston-Pelham Park,91,2020,Distracted Driving,10
Weston-Pelham Park,91,2020,Other HTA,141
Weston-Pelham Park,91,2020,Speeding,7
Weston-Pelham Park,91,2021,Aggressive Driving,166
Weston-Pelham Park,91,2021,All CAIA,106
Weston-Pelham Park,91,2021,Distracted Driving,4
Weston-Pelham Park,91,2021,Other HTA,166
Weston-Pelham Park,91,2021,Speeding,268
Weston-Pelham Park,91,2022,Aggressive Driving,431
Weston-Pelham Park,91,2022,All CAIA,104
Weston-Pelham Park,91,2022,Distracted Driving,129
Weston-Pelham Park,91,2022,Other HTA,273
Weston-Pelham Park,91,2022,Speeding,127
Weston-Pelham Park,91,2023,Aggressive Driving,299
Weston-Pelham Park,91,2023,All CAIA,101
Weston-Pelham Park,91,2023,Distracted Driving,59
Weston-Pelham Park,91,2023,Other HTA,292
Weston-Pelham Park,91,2023,Speeding,23
Wexford/Maryvale,119,2014,Aggressive Driving,932
Wexford/Maryvale,119,2014,All CAIA,298
Wexford/Maryvale,119,2014,Distracted Driving,85
Wexford/Maryvale,119,2014,Other HTA,735
Wexford/Maryvale,119,2014,Speeding,218
Wexford/Maryvale,119,2015,Aggressive Driving,1779
Wexford/Maryvale,119,2015,All CAIA,457
Wexford/Maryvale,119,2015,Distracted Driving,96
Wexford/Maryvale,119,2015,Other HTA,1073
Wexford/Maryvale,119,2015,Speeding,379
Wexford/Maryvale,119,2016,Aggressive Driving,1524
Wexford/Maryvale,119,2016,All CAIA,451
Wexford/Maryvale,119,2016,Distracted Driving,90
Wexford/Maryvale,119,2016,Other HTA,1135
Wexford/Maryvale,119,2016,Speeding,442
Wexford/Maryvale,119,2017,Aggressive Driving,1438
Wexford/Maryvale,119,2017,All CAIA,428
Wexford/Maryvale,119,2017,Distracted Driving,77
Wexford/Maryvale,119,2017,Other HTA,1021
Wexford/Maryvale,119,2017,Speeding,166
Wexford/Maryvale,119,2018,Aggressive Driving,1165
Wexford/Maryvale,119,2018,All CAIA,340
Wexford/Maryvale,119,2018,Distracted Driving,91
Wexford/Maryvale,119,2018,Other HTA,914
Wexford/Maryvale,119,2018,Speeding,274
Wexford/Maryvale,119,2019,Aggressive Driving,1415
Wexford/Maryvale,119,2019,All CAIA,426
Wexford/Maryvale,119,2019,Distracted Driving,86
Wexford/Maryvale,119,2019,Other HTA,1061
Wexford/Maryvale,119,2019,Speeding,316
Wexford/Maryvale,119,2020,Aggressive Driving,995
Wexford/Maryvale,119,2020,All CAIA,408
Wexford/Maryvale,119,2020,Distracted Driving,104
Wexford/Maryvale,119,2020,Other HTA,1011
Wexford/Maryvale,119,2020,Speeding,1963
Wexford/Maryvale,119,2021,Aggressive Driving,1052
Wexford/Maryvale,119,2021,All CAIA,352
Wexford/Maryvale,119,2021,Distracted Driving,193
Wexford/Maryvale,119,2021,Other HTA,885
Wexford/Maryvale,119,2021,Speeding,1341
Wexford/Maryvale,119,2022,Aggressive Driving,843
Wexford/Maryvale,119,2022,All CAIA,224
Wexford/Maryvale,119,2022,Distracted Driving,182
Wexford/Maryvale,119,2022,Other HTA,733
Wexford/Maryvale,119,2022,Speeding,912
Wexford/Maryvale,119,2023,Aggressive Driving,1004
Wexford/Maryvale,119,2023,All CAIA,284
Wexford/Maryvale,119,2023,Distracted Driving,754
Wexford/Maryvale,119,2023,Other HTA,1166
Wexford/Maryvale,119,2023,Speeding,1058
Willowdale West,37,2014,Aggressive Driving,89
Willowdale West,37,2014,All CAIA,49
Willowdale West,37,2014,Distracted Driving,31
Willowdale West,37,2014,Other HTA,169
Willowdale West,37,2014,Speeding,10
Willowdale West,37,2015,Aggressive Driving,112
Willowdale West,37,2015,All CAIA,95
Willowdale West,37,2015,Distracted Driving,42
Willowdale West,37,2015,Other HTA,227
Willowdale West,37,2015,Speeding,95
Willowdale West,37,2016,Aggressive Driving,116
Willowdale West,37,2016,All CAIA,72
Willowdale West,37,2016,Distracted Driving,32
Willowdale West,37,2016,Other HTA,149
Willowdale West,37,2016,Speeding,33
Willowdale West,37,2017,Aggressive Driving,105
Willowdale West,37,2017,All CAIA,77
Willowdale West,37,2017,Distracted Driving,28
Willowdale West,37,2017,Other HTA,158
Willowdale West,37,2017,Speeding,61
Willowdale West,37,2018,Aggressive Driving,162
Willowdale West,37,2018,All CAIA,71
Willowdale West,37,2018,Distracted Driving,27
Willowdale West,37,2018,Other HTA,196
Willowdale West,37,2018,Speeding,84
Willowdale West,37,2019,Aggressive Driving,132
Willowdale West,37,2019,All CAIA,64
Willowdale West,37,2019,Distracted Driving,12
Willowdale West,37,2019,Other HTA,189
Willowdale West,37,2019,Speeding,70
Willowdale West,37,2020,Aggressive Driving,132
Willowdale West,37,2020,All CAIA,39
Willowdale West,37,2020,Distracted Driving,9
Willowdale West,37,2020,Other HTA,136
Willowdale West,37,2020,Speeding,208
Willowdale West,37,2021,Aggressive Driving,81
Willowdale West,37,2021,All CAIA,39
Willowdale West,37,2021,Distracted Driving,8
Willowdale West,37,2021,Other HTA,101
Willowdale West,37,2021,Speeding,65
Willowdale West,37,2022,Aggressive Driving,165
Willowdale West,37,2022,All CAIA,42
Willowdale West,37,2022,Distracted Driving,8
Willowdale West,37,2022,Other HTA,147
Willowdale West,37,2022,Speeding,106
Willowdale West,37,2023,Aggressive Driving,259
Willowdale West,37,2023,All CAIA,65
Willowdale West,37,2023,Distracted Driving,14
Willowdale West,37,2023,Other HTA,223
Willowdale West,37,2023,Speeding,51
Willowridge-Martingrove-Richview,7,2014,Aggressive Driving,233
Willowridge-Martingrove-Richview,7,2014,All CAIA,51
Willowridge-Martingrove-Richview,7,2014,Distracted Driving,8
Willowridge-Martingrove-Richview,7,2014,Other HTA,115
Willowridge-Martingrove-Richview,7,2014,Speeding,14
Willowridge-Martingrove-Richview,7,2015,Aggressive Driving,336
Willowridge-Martingrove-Richview,7,2015,All CAIA,62
Willowridge-Martingrove-Richview,7,2015,Distracted Driving,13
Willowridge-Martingrove-Richview,7,2015,Other HTA,128
Willowridge-Martingrove-Richview,7,2015,Speeding,29
Willowridge-Martingrove-Richview,7,2016,Aggressive Driving,202
Willowridge-Martingrove-Richview,7,2016,All CAIA,64
Willowridge-Martingrove-Richview,7,2016,Distracted Driving,15
Willowridge-Martingrove-Richview,7,2016,Other HTA,134
Willowridge-Martingrove-Richview,7,2016,Speeding,71
Willowridge-Martingrove-Richview,7,2017,Aggressive Driving,277
Willowridge-Martingrove-Richview,7,2017,All CAIA,68
Willowridge-Martingrove-Richview,7,2017,Distracted Driving,6
Willowridge-Martingrove-Richview,7,2017,Other HTA,121
Willowridge-Martingrove-Richview,7,2017,Speeding,274
Willowridge-Martingrove-Richview,7,2018,Aggressive Driving,524
Willowridge-Martingrove-Richview,7,2018,All CAIA,108
Willowridge-Martingrove-Richview,7,2018,Distracted Driving,13
Willowridge-Martingrove-Richview,7,2018,Other HTA,127
Willowridge-Martingrove-Richview,7,2018,Speeding,159
Willowridge-Martingrove-Richview,7,2019,Aggressive Driving,505
Willowridge-Martingrove-Richview,7,2019,All CAIA,97
Willowridge-Martingrove-Richview,7,2019,Distracted Driving,10
Willowridge-Martingrove-Richview,7,2019,Other HTA,149
Willowridge-Martingrove-Richview,7,2019,Speeding,114
Willowridge-Martingrove-Richview,7,2020,Aggressive Driving,268
Willowridge-Martingrove-Richview,7,2020,All CAIA,101
Willowridge-Martingrove-Richview,7,2020,Distracted Driving,10
Willowridge-Martingrove-Richview,7,2020,Other HTA,154
Willowridge-Martingrove-Richview,7,2020,Speeding,516
Willowridge-Martingrove-Richview,7,2021,Aggressive Driving,110
Willowridge-Martingrove-Richview,7,2021,All CAIA,38
Willowridge-Martingrove-Richview,7,2021,Distracted Driving,16
Willowridge-Martingrove-Richview,7,2021,Other HTA,88
Willowridge-Martingrove-Richview,7,2021,Speeding,339
Willowridge-Martingrove-Richview,7,2022,Aggressive Driving,91
Willowridge-Martingrove-Richview,7,2022,All CAIA,38
Willowridge-Martingrove-Richview,7,2022,Distracted Driving,13
Willowridge-Martingrove-Richview,7,2022,Other HTA,85
Willowridge-Martingrove-Richview,7,2022,Speeding,125
Willowridge-Martingrove-Richview,7,2023,Aggressive Driving,157
Willowridge-Martingrove-Richview,7,2023,All CAIA,46
Willowridge-Martingrove-Richview,7,2023,Distracted Driving,43
Willowridge-Martingrove-Richview,7,2023,Other HTA,156
Willowridge-Martingrove-Richview,7,2023,Speeding,171
Woburn North,142,2014,Aggressive Driving,752
Woburn North,142,2014,All CAIA,223
Woburn North,142,2014,Distracted Driving,77
Woburn North,142,2014,Other HTA,1064
Woburn North,142,2014,Speeding,76
Woburn North,142,2015,Aggressive Driving,469
Woburn North,142,2015,All CAIA,130
Woburn North,142,2015,Distracted Driving,75
Woburn North,142,2015,Other HTA,466
Woburn North,142,2015,Speeding,95
Woburn North,142,2016,Aggressive Driving,427
Woburn North,142,2016,All CAIA,169
Woburn North,142,2016,Distracted Driving,105
Woburn North,142,2016,Other HTA,712
Woburn North,142,2016,Speeding,99
Woburn North,142,2017,Aggressive Driving,398
Woburn North,142,2017,All CAIA,182
Woburn North,142,2017,Distracted Driving,71
Woburn North,142,2017,Other HTA,710
Woburn North,142,2017,Speeding,112
Woburn North,142,2018,Aggressive Driving,444
